x,rho,u,p,A
0.00023287625418060205,1.5179089180225578,147.37946291342942,117546.28159993565,1.29
0.0006986287625418059,1.5024388893843839,150.73217572435587,115878.40860354176,1.29
0.0011643812709030098,1.4980403559425428,151.69393804474828,115404.26175493449,1.29
0.001630133779264214,1.4967848349688369,151.96908880513607,115268.95148593184,1.29
0.0020958862876254173,1.4964262056872757,152.04774336359299,115230.29829463596,1.29
0.002561638795986622,1.4963241190296166,152.0702254254616,115219.25339972625,1.29
0.0030273913043478255,1.4962954578613636,152.07665537765592,115216.09660992038,1.29
0.003493143812709029,1.4962874199628076,152.0784876389354,115215.18664361133,1.29
0.003958896321070233,1.4962848081746085,152.07901567731875,115214.92236446691,1.29
0.004424648829431437,1.4962837744623698,152.07917026038407,115214.8508977807,1.29
0.004890401337792641,1.496283403144122,152.0792101666911,115214.83581886328,1.29
0.005356153846153845,1.49628329322079,152.07921743553692,115214.8348509775,1.29
0.005821906354515049,1.4962832707315206,152.07921687564374,115214.83578678047,1.29
0.006287658862876253,1.4962832692353956,152.07921592638667,115214.83648737427,1.29
0.006753411371237457,1.4962832705215579,152.07921545283412,115214.83671030759,1.29
0.007219163879598661,1.496283271126253,152.07921532563918,115214.83674082544,1.29
0.007684916387959865,1.4962832711860574,152.07921531857093,115214.83673823804,1.29
0.00815066889632107,1.4962832711110297,152.07921533515758,115214.83672889939,1.29
0.008616421404682273,1.4962832710683913,152.07921534212477,115214.83672645008,1.29
0.009082173913043477,1.496283271058005,152.07921534328975,115214.83672619301,1.29
0.009547926421404682,1.496283271058505,152.07921534279487,115214.8367264934,1.29
0.010013678929765886,1.4962832710589762,152.0792153425634,115214.83672661164,1.29
0.01047943143812709,1.4962832710583893,152.07921534264668,115214.83672656592,1.29
0.010945183946488293,1.4962832710577982,152.07921534275673,115214.83672650524,1.29
0.011410936454849497,1.4962832710574723,152.07921534281667,115214.83672646868,1.29
0.0118766889632107,1.4962832710572402,152.07921534285828,115214.83672644095,1.29
0.012342441471571906,1.4962832710569975,152.0792153429031,115214.83672641167,1.29
0.01280819397993311,1.4962832710567415,152.07921534295102,115214.83672638074,1.29
0.013273946488294313,1.4962832710564877,152.07921534299837,115214.8367263501,1.29
0.013739698996655517,1.4962832710562417,152.07921534304415,115214.83672632017,1.29
0.01420545150501672,1.4962832710560008,152.0792153430887,115214.8367262908,1.29
0.014671204013377926,1.4962832710557628,152.07921534313238,115214.83672626172,1.29
0.01513695652173913,1.4962832710555283,152.0792153431752,115214.83672623309,1.29
0.015602709030100333,1.4962832710552978,152.07921534321724,115214.83672620481,1.29
0.016068461538461535,1.4962832710550718,152.07921534325828,115214.83672617692,1.29
0.01653421404682274,1.4962832710548493,152.07921534329844,115214.83672614947,1.29
0.016999966555183942,1.4962832710546305,152.07921534333772,115214.83672612242,1.29
0.017465719063545146,1.4962832710544156,152.07921534337606,115214.83672609576,1.29
0.01793147157190635,1.4962832710542058,152.07921534341335,115214.8367260695,1.29
0.018397224080267553,1.4962832710539995,152.0792153434497,115214.8367260437,1.29
0.018862976588628757,1.4962832710537972,152.0792153434853,115214.83672601815,1.29
